experiment,duration_dp,solution_dp,optimal_dp,message_dp,duration_iqcp,solution_iqcp,optimal_iqcp,message_iqcp,duration,solution,optimal,message,duration_miqcp,solution_miqcp,optimal_miqcp,message_miqcp,duration_greedy,solution_greedy,optimal_greedy,message_greedy,n_nodes,solution_rollout,final_damage,time_taken,optimal_rollout,diff_dp_rollout,diff_iqcp_rollout,diff_ilp_rollout,diff_miqcp_rollout,diff_greedy_rollout
11,236.1927197,"[-1, 3, 15, 25]",33,Done!,51.33609724,"[-1, 15, 3, 25]",33,Done!,230.9642107,"[-1, 3, 15, 25]",33,Done!,86400.59688,,,ERROR: Runner exceded the timeout limit,0.004240274,"[-1, 3, 15, 25]",33,Done!,40,"[0, 3, 38, 35, 25]",8,7.747465007,32,-1,-1,-1,,-1
12,86400.87497,,,ERROR: Runner exceded the timeout limit,70.08906746,"[-1, 25, 3, 19, 39]",38,Done!,230.9565687,"[-1, 25, 19, 3, 39]",38,Done!,86400.1403,,,ERROR: Runner exceded the timeout limit,0.005253315,"[-1, 34, 31, 12]",36,Done!,40,"[39, 31, 12]",5,7.411986743,35,,-3,-3,,-1
13,58.45167589,"[-1, 11, 1, 4, 9, 21]",32,Done!,22.21164012,"[-1, 35, 26, 4, 20]",32,Done!,173.9221864,"[-1, 35, 4, 26, 38, 23]",32,Done!,86400.1266,,,ERROR: Runner exceded the timeout limit,0.004517555,"[-1, 35, 26, 38, 23]",31,Done!,40,"[1, 0, 11, 39, 23, 22]",12,13.57762848,28,-4,-4,-4,,-3
14,850.7402833,"[-1, 17, 10, 21, 24, 19]",35,Done!,88.22521901,"[-1, 24, 17, 21, 10, 19]",35,Done!,341.8056879,"[-1, 17, 21, 10, 24, 19]",35,Done!,86400.12546,,,ERROR: Runner exceded the timeout limit,0.005120754,"[-1, 17, 24, 12, 22]",34,Done!,40,"[12, 24, 22, 16, 28, 36, 2]",25,8.635125825,15,-20,-20,-20,,-19
15,847.0070028,"[-1, 6, 12, 21, 19, 2]",38,Done!,58.09155726,"[-1, 6, 12, 21, 19, 2]",38,Done!,197.2500412,"[-1, 6, 12, 21, 19, 2]",38,Done!,86400.12618,,,ERROR: Runner exceded the timeout limit,0.005280733,"[-1, 7, 6, 28]",37,Done!,40,"[6, 21, 0, 19, 2]",3,8.383053138,37,-1,-1,-1,,0
16,1160.693172,"[-1, 9, 7, 11, 18, 19, 28]",36,Done!,60.15849757,"[-1, 25, 11, 27]",36,Done!,220.4733562,"[-1, 25, 11, 27]",36,Done!,86400.16461,,,ERROR: Runner exceded the timeout limit,0.005175114,"[-1, 25, 11, 27]",36,Done!,40,"[27, 15, 37]",6,9.63895773,34,-2,-2,-2,,-2
17,86400.32417,,,ERROR: Runner exceded the timeout limit,76.00001788,"[-1, 20, 29, 1, 35]",39,Done!,132.4775929,"[-1, 1, 35, 20, 29]",39,Done!,47.09808493,"[-1, 29, 1, 20, 35, 0]",39,Done!,0.006530285,"[-1, 1, 20, 29, 35]",39,Done!,40,"[1, 29, 20, 35]",1,5.641222394,39,,0,0,0,0
18,78285.79343,"[-1, 25, 12, 24, 27]",37,Done!,77.32853866,"[-1, 25, 16, 24, 27]",37,Done!,224.4508948,"[-1, 25, 16, 24, 27]",37,Done!,86400.14073,,,ERROR: Runner exceded the timeout limit,0.005238533,"[-1, 4, 22, 15, 20]",36,Done!,40,"[25, 0, 24, 27]",4,9.590676119,36,-1,-1,-1,,0
19,6526.234142,"[-1, 36, 28]",35,Done!,64.79414654,"[-1, 36]",35,Done!,234.1604185,"[-1, 36, 28]",35,Done!,86400.14133,,,ERROR: Runner exceded the timeout limit,0.004363537,"[-1, 28]",34,Done!,40,"[36, 28]",5,14.92886182,35,0,-7.11E-15,0,,1
20,759.065356,"[-1, 3, 35, 6, 21, 23, 7, 18]",29,Done!,912.3176434,"[-1, 6, 21, 37, 7, 23]",29,Done!,540.4872375,"[-1, 6, 21, 1, 5, 2, 34]",29,Done!,86400.13262,,,ERROR: Runner exceded the timeout limit,0.004883289,"[-1, 6, 12, 5]",28,Done!,40,"[3, 21, 0, 7, 38, 29]",16,13.22261658,24,-5,-5,-5,,-4
21,210.8774095,"[-1, 14, 2, 11, 22, 30]",31,Done!,162.6520886,"[-1, 14, 2, 11, 22, 30]",31,Done!,318.6489096,"[-1, 14, 11, 22, 2, 30]",31,Done!,86400.13387,,,ERROR: Runner exceded the timeout limit,0.004438877,"[-1, 14, 20, 25, 27]",29,Done!,40,"[11, 2, 0, 24, 17, 29, 10, 33]",15,11.24479767,25,-6,-6,-6,,-4
22,7105.166698,"[-1, 24, 22, 23, 11, 28, 35]",38,Done!,57.69869876,"[-1, 24, 23, 22, 38, 8, 3]",38,Done!,251.5774829,"[-1, 24, 23, 22, 38, 3, 8]",38,Done!,86400.13504,,,ERROR: Runner exceded the timeout limit,0.005163431,"[-1, 38, 11, 36, 13]",36,Done!,40,"[23, 0, 8, 28, 10, 6]",9,9.222635483,31,-7,-7,-7,,-5
23,729.3524256,"[-1, 37, 2, 39, 18, 19, 30]",38,Done!,58.24234653,"[-1, 37, 18, 2, 39, 30, 19]",38,Done!,291.669893,"[-1, 37, 39, 18, 2, 30, 19]",38,Done!,86400.1603,,,ERROR: Runner exceded the timeout limit,0.005182028,"[-1, 29, 6]",35,Done!,40,"[37, 19, 30, 0, 27, 34, 16, 3]",13,24.7435246,27,-11,-11,-11,,-8
24,158.9009626,"[-1, 13, 4, 11, 36, 24]",34,Done!,91.67254877,"[-1, 13, 4, 36, 11, 24]",34,Done!,319.4405687,"[-1, 13, 36, 4, 11, 24]",34,Done!,86400.13131,,,ERROR: Runner exceded the timeout limit,0.005732059,"[-1, 13, 36, 24]",31,Done!,40,"[14, 0, 26, 1, 24]",6,3.984090553,34,0,0,0,,3
25,2010.43431,"[-1, 25, 8]",34,Done!,65.93297553,"[-1, 25, 8]",34,Done!,297.8572478,"[-1, 25, 8]",34,Done!,34203.16028,"[-1, 25, 8]",34,Done!,0.00456214,"[-1, 25, 8]",34,Done!,40,"[25, 8]",6,2.872807769,34,0,0,0,0,0
26,2330.919339,"[-1, 2, 23, 31, 24, 0, 27]",38,Done!,58.3836863,"[-1, 2, 31, 23, 24, 0, 27]",38,Done!,181.5862703,"[-1, 2, 23, 31, 24, 0, 27]",38,Done!,86400.12913,,,ERROR: Runner exceded the timeout limit,0.006039143,"[-1, 38, 19]",34,Done!,40,"[2, 0, 27]",6,5.664936526,34,-4,-4,-4,,0
27,1175.052694,"[-1, 27, 1, 5, 13, 19, 4, 31, 39]",36,Done!,141.4996579,"[-1, 27, 5, 1, 13, 19, 39, 31, 4]",36,Done!,477.1927984,"[-1, 27, 1, 5, 13, 19, 39, 31, 4]",36,Done!,86400.13062,,,ERROR: Runner exceded the timeout limit,0.005481005,"[-1, 33, 0, 9, 38]",33,Done!,40,"[27, 33, 0, 9]",5,2.889419146,35,-1,-1,-1,,2
28,147.8994365,"[-1, 15, 23, 33, 34]",33,Done!,59.57757664,"[-1, 15, 23, 33, 34]",33,Done!,278.3191459,"[-1, 15, 23, 33, 34]",33,Done!,86400.1346,,,ERROR: Runner exceded the timeout limit,0.004889965,"[-1, 17, 21, 2]",31,Done!,40,"[15, 23, 21, 1, 22, 31, 16, 38]",17,7.842815709,23,-10,-10,-10,,-8
29,5.812347174,"[-1, 36, 0, 31, 21, 6, 7, 34]",33,Done!,87.84027267,"[-1, 36, 0, 31, 21, 6, 34, 7]",33,Done!,317.9741349,"[-1, 36, 31, 0, 6, 21, 7, 34]",33,Done!,86400.12745,,,ERROR: Runner exceded the timeout limit,0.005007982,"[-1, 36, 37]",32,Done!,40,"[0, 4, 28, 7, 34, 14, 12]",19,4.87032747,21,-12,-12,-12,,-11
30,805.7392824,"[-1, 11, 2, 21]",32,Done!,58.89153147,"[-1, 11, 2, 21]",32,Done!,259.0281365,"[-1, 11, 2, 21]",32,Done!,86400.18809,,,ERROR: Runner exceded the timeout limit,0.004794598,"[-1, 11, 2, 21]",32,Done!,40,"[31, 11, 2, 21]",8,3.239271905,32,0,0,0,,0
31,1909.880583,"[-1, 39, 2, 5, 21, 31, 32]",38,Done!,52.66419768,"[-1, 39, 2, 31, 28, 5]",38,Done!,176.4768653,"[-1, 39, 5, 28, 21, 2]",38,Done!,86400.14512,,,ERROR: Runner exceded the timeout limit,0.006164789,"[-1, 2, 28, 13, 30]",35,Done!,40,"[39, 2, 0, 32]",5,3.296035322,35,-3,-3,-3,,0
32,907.8676054,"[-1, 30, 22, 6, 8, 26, 35]",34,Done!,79.06791854,"[-1, 30, 22, 21, 19, 31]",34,Done!,293.4195914,"[-1, 30, 22, 21, 31, 19]",34,Done!,86400.08238,,,ERROR: Runner exceded the timeout limit,0.006002665,"[-1, 18, 21, 25]",33,Done!,40,"[6, 21, 25]",8,2.7818225,32,-2,-2,-2,,-1
33,3774.742912,"[-1, 26, 28, 3, 8, 4, 6, 15]",33,Done!,100.9255168,"[-1, 26, 28, 3, 8, 4, 6, 15]",33,Done!,302.6445699,"[-1, 26, 28, 3, 8, 6, 15, 4]",33,Done!,86400.1401,,,ERROR: Runner exceded the timeout limit,0.005621433,"[-1, 29, 31, 0]",32,Done!,40,"[28, 8, 5, 13, 37]",12,2.804650398,28,-5,-5,-5,,-4
34,1964.590091,"[-1, 36, 9, 11, 33]",34,Done!,136.3143778,"[-1, 36, 11, 23]",34,Done!,394.4978435,"[-1, 36, 11, 23]",34,Done!,86400.1159,,,ERROR: Runner exceded the timeout limit,0.005652428,"[-1, 36, 23, 3]",33,Done!,40,"[36, 11, 23]",6,1.472957015,34,0,0,0,,1
35,98.03580523,"[-1, 16, 38, 11, 26, 35, 12, 8]",26,Done!,1499.505515,"[-1, 21, 17, 11, 38, 39, 9]",26,Done!,453.1362059,"[-1, 21, 17, 11, 38, 39, 9]",26,Done!,86400.13797,,,ERROR: Runner exceded the timeout limit,0.005137205,"[-1, 21, 10, 3]",24,Done!,40,"[35, 12, 0, 18]",22,3.259250737,18,-8,-8,-8,,-6
36,340.2036748,"[-1, 8, 38, 4]",31,Done!,59.51877713,"[-1, 8, 38, 4]",31,Done!,248.6628189,"[-1, 27, 38, 21]",31,Done!,86400.13343,,,ERROR: Runner exceded the timeout limit,0.004706621,"[-1, 27, 38, 21]",31,Done!,40,"[38, 8, 0, 4, 34]",11,4.172398879,29,-2,-2,-2,,-2
37,31.14590168,"[-1, 2, 7, 27, 38, 26, 29]",31,Done!,320.6539655,"[-1, 2, 7, 27, 38, 29, 26]",31,Done!,293.4285643,"[-1, 2, 7, 27, 38, 29, 26]",31,Done!,86400.13401,,,ERROR: Runner exceded the timeout limit,0.006250381,"[-1, 7, 27, 0, 8, 14, 33]",26,Done!,40,"[2, 24, 1, 4, 39]",15,3.964038301,25,-6,-6,-6,,-1
38,4.963154316,"[-1, 2, 5, 22, 13, 8, 9]",25,Done!,6913.665274,"[-1, 36, 1, 5, 22, 13, 8, 9]",25,Done!,546.0800726,"[-1, 2, 5, 22, 32, 15]",25,Done!,86400.12715,,,ERROR: Runner exceded the timeout limit,0.005178213,"[-1, 22, 6, 39]",14,Done!,40,"[2, 5, 22, 13, 32, 15]",15,2.644626984,25,0,0,0,,11
39,79.18813944,"[-1, 0, 17, 31, 21, 7, 3]",29,Done!,610.8281174,"[-1, 0, 32, 17, 23]",29,Done!,276.8959389,"[-1, 0, 32, 17, 23]",29,Done!,86400.12604,,,ERROR: Runner exceded the timeout limit,0.006103992,"[-1, 0, 32, 17, 23]",29,Done!,40,"[32, 5, 35, 28]",14,2.546704447,26,-3,-3,-3,,-3
40,922.6283555,"[-1, 4, 14, 20, 23, 5, 16]",33,Done!,280.5929384,"[-1, 4, 14, 20, 23, 5, 16]",33,Done!,412.8914802,"[-1, 4, 14, 20, 23, 5, 16]",33,Done!,86400.1288,,,ERROR: Runner exceded the timeout limit,0.005118132,"[-1, 35, 32, 18, 16]",30,Done!,40,"[32, 18, 9, 2]",15,3.820427359,25,-8,-8,-8,,-5
41,712.73984,"[-1, 23, 33, 35, 37, 6, 30, 12]",28,Done!,1518.633943,"[-1, 23, 37, 33, 35, 6, 30, 12]",28,Done!,707.7999613,"[-1, 35, 23, 33, 37, 30, 6, 12]",28,Done!,86400.21192,,,ERROR: Runner exceded the timeout limit,0.005310059,"[-1, 23, 22, 31, 16]",26,Done!,40,"[36, 24, 8, 11]",16,3.674891035,24,-4,-4,-4,,-2
42,5505.722304,"[-1, 32, 13, 16, 35, 1, 0, 39, 11]",35,Done!,580.1779511,"[-1, 32, 13, 16, 35, 1, 0, 39, 11]",35,Done!,479.9076569,"[-1, 32, 13, 35, 16, 1, 0, 39, 11]",35,Done!,86400.13457,,,ERROR: Runner exceded the timeout limit,0.005441904,"[-1, 19, 26]",32,Done!,40,"[3, 19, 33, 26]",6,2.384308822,34,-1,-1,-1,,2
43,640.2152493,"[-1, 14, 39, 0, 10, 36]",33,Done!,320.0112219,"[-1, 14, 39, 0, 10, 36]",33,Done!,466.9086032,"[-1, 14, 39, 0, 10, 36]",33,Done!,86400.13166,,,ERROR: Runner exceded the timeout limit,0.005604506,"[-1, 1, 21, 26]",30,Done!,40,"[21, 10, 26, 37, 20, 13, 15]",22,2.761539618,18,-15,-15,-15,,-12
44,271.1619871,"[-1, 39, 22, 23, 25]",32,Done!,94.3208456,"[-1, 39, 22, 23, 25]",32,Done!,332.6160462,"[-1, 39, 22, 23, 25]",32,Done!,86400.13455,,,ERROR: Runner exceded the timeout limit,0.004872084,"[-1, 39, 22, 23, 25]",32,Done!,40,"[22, 7, 25, 23, 28, 34, 14, 32, 5]",15,2.918005153,25,-7,-7,-7,,-7
45,291.481745,"[-1, 36, 11, 18, 20, 30, 22, 6]",29,Done!,213.533335,"[-1, 36, 11, 25, 20, 30]",29,Done!,478.408534,"[-1, 36, 25, 14, 24]",29,Done!,86400.12934,,,ERROR: Runner exceded the timeout limit,0.005035639,"[-1, 11, 34, 6, 22]",24,Done!,40,"[18, 34, 24, 6, 22]",17,2.535531066,23,-6,-6,-6,,-1
46,50.28840375,"[-1, 39, 35, 4, 31, 6, 12, 10]",35,Done!,89.7342205,"[-1, 39, 4, 31, 12, 6, 10]",35,Done!,544.0755665,"[-1, 39, 35, 4, 31, 6, 12, 10]",35,Done!,86400.12612,,,ERROR: Runner exceded the timeout limit,0.005831003,"[-1, 39, 19, 31, 38, 27]",33,Done!,40,"[39, 18, 28, 12, 6, 14]",11,3.183340981,29,-6,-6,-6,,-4
47,28681.83466,"[-1, 0, 26, 29, 4, 18, 15, 28, 31, 17]",32,Done!,638.0562418,"[-1, 0, 37, 7, 36]",32,Done!,463.2485366,"[-1, 0, 26, 29, 36, 7]",32,Done!,86400.31284,,,ERROR: Runner exceded the timeout limit,0.005431652,"[-1, 35, 2, 18]",31,Done!,40,"[7, 36, 30]",11,2.143610738,29,-3,-3,-3,,-2
48,24.76808906,"[-1, 6, 7, 23, 2, 35, 33]",23,Done!,17601.84517,"[-1, 38, 6, 7, 33, 35]",23,Done!,1496.158708,"[-1, 7, 38, 2, 33, 35]",23,Done!,86400.21961,,,ERROR: Runner exceded the timeout limit,0.004731417,"[-1, 17, 3, 0]",19,Done!,40,"[25, 8, 0]",22,3.209782341,18,-5,-5,-5,,-1
49,20.86886716,"[-1, 31, 10, 32, 34, 0]",25,Done!,5634.172864,"[-1, 31, 32, 10, 34, 0]",25,Done!,1068.128499,"[-1, 31, 10, 32, 34, 0]",25,Done!,86400.08603,,,ERROR: Runner exceded the timeout limit,0.004535437,"[-1, 32, 39, 4]",19,Done!,40,"[0, 39, 20, 7]",24,2.925584537,16,-9,-9,-9,,-3
50,18.74515676,"[-1, 4, 17, 31, 23]",31,Done!,163.141623,"[-1, 4, 17, 31, 23]",31,Done!,452.5059829,"[-1, 4, 17, 31, 23]",31,Done!,86400.12446,,,ERROR: Runner exceded the timeout limit,0.004933357,"[-1, 4, 8, 5, 39]",29,Done!,40,"[17, 18, 0, 6, 39, 36, 13]",19,2.919037107,21,-10,-10,-10,,-8
